obs_id,usable,ourSpeciesID,dorsalImage,lateralImage,Possible
observation_10055744,0,NA,,,
observation_10221442,1,RN,10221442_1.jpg,10221442_2.jpg,
observation_10247768,0,NA,,,
observation_10281261,0,NA,,,
observation_10298060,1,RN,10298060_3.jpg,10298060_1.jpg,
observation_10302009,1,RN,10302009_1.jpg,10302009_2.jpg,
observation_10304763,1,RN,10304763_1.jpg,10304763_4.jpg,
observation_10304771,0,NA,,,
observation_10304856,1,RN,10304856_2.jpg,10304856_3.jpg,
observation_10304978,1,RN,10304978_3.jpg,10304978_4.jpg,
observation_10304992,1,RN,10304992_1.jpg,10304992_2.jpg,
observation_10318656,1,RN,10318656_1.jpg,10318656_2.jpg,1
observation_10324416,0,NA,,,
observation_10324576,0,NA,,,1
observation_10324783,1,RN,10324783_2.jpg,10324783_1.jpg,
observation_10324798,1,RN,10324798_1.jpg,10324798_2.jpg,1
observation_10340712,0,NA,,,
observation_10352589,1,RN,10352589_1.jpg,10352589_2.jpg,
observation_10352642,1,RN,10352642_1.jpg,10352642_2.jpg,
observation_10366258,0,NA,,,
observation_10369953,1,RN,10369953_2.jpg,10369953_1.jpg,
observation_10370078,1,RN,10370078_2.jpg,10370078_3.jpg,
observation_10370082,1,RN,10370082_2.jpg,10370082_1.jpg,
observation_10370155,1,RN,10370155_2.jpg,10370155_1.jpg,
observation_10370231,1,RN,10370231_2.jpg,10370231_3.jpg,1
observation_10370249,1,RN,10370249_5.jpg,10370249_1.jpg,
observation_10370761,1,RN,10370761_4.jpg,10370761_1.jpg,
observation_10371700,1,RN,10371700_4.jpg,10371700_1.jpg,
observation_10372907,0,NA,,,1
observation_10373149,1,RN,10373149_5.jpg,10373149_1.jpg,
observation_10374164,1,RN,10374164_3.jpg,10374164_1.jpg,
observation_10399257,1,RN,10399257_2.jpg,10399257_3.jpg,1
observation_10403094,1,RN,10403094_4.jpg,10403094_1.jpg,
observation_10426271,0,NA,,,1
observation_10436187,1,RN,10436187_2.jpg,10436187_3.jpg,
observation_10458970,0,NA,,,
observation_10459052,0,NA,,,
observation_10459134,1,RN,10459134_5.jpg,10459134_1.jpg,
observation_10466556,1,RN,10466556_1.jpg,10466556_2.jpg,
observation_10466731,1,RN,10466731_2.jpg,10466731_3.jpg,1
observation_10478204,1,RN,10478204_5.jpg,10478204_4.jpg,
observation_10478314,1,RN,10478314_3.jpg,10478314_2.jpg,
observation_10479152,0,NA,,,1
observation_104877241,1,RN,104877241_1.jpg,104877241_5.jpg,
observation_104965681,0,,,,
observation_10500126,1,RN,10500126_1.jpg,10500126_2.jpg,
observation_10500136,1,RN,10500136_1.jpg,10500136_5.jpg,
observation_10504151,1,RN,10504151_1.jpg,10504151_2.jpg,
observation_10515187,1,RN,10515187_2.jpg,10515187_1.jpg,
observation_10518644,0,NA,,,
observation_10549761,0,NA,,,
observation_10571979,0,NA,,,
observation_10573057,0,NA,,,
observation_10577115,1,RN,10577115_1.jpg,10577115_2.jpg,
observation_10596592,1,RN,10596592_1.jpg,10596592_2.jpg,
observation_10596593,1,RN,10596592_1.jpg,10596592_2.jpg,
observation_106660723,0,NA,,,
observation_106724486,0,NA,,,
observation_106807510,0,NA,,,
observation_106858999,1,RN,106858999_2.jpg,106858999_3.jpg,
observation_10689961,1,RN,10689961_3.jpg,10689961_2.jpg,
observation_106931061,1,RN,106931061_1.jpg,106931061_2.jpg,
observation_106951449,1,RN,106951449_2.jpg,106951449_3.jpg,
observation_107012581,0,NA,,,
observation_107018367,0,NA,,,
observation_107052400,0,NA,,,
observation_107122068,1,RN,107122068_1.jpg,107122068_3.jpg,
observation_107130821,1,RN,107130821_1.jpg,107130821_3.jpg,
observation_107234265,0,NA,,,
observation_107279236,0,NA,,,
observation_107338965,0,NA,,,
observation_107355336,1,RN,107355336_2.jpg,107355336_1.jpg,
observation_10737041,0,NA,,,
observation_107394652,0,NA,,,
observation_107425515,1,RN,107425515_1.jpg,107425515_2.jpg,
observation_107433056,0,NA,,,
observation_10745622,1,RN,10745622_1.jpg,10745622_3.jpg,
observation_107488374,0,NA,,,
observation_107496854,1,RN,107496854_2.jpg,107496854_1.jpg,
observation_107507552,0,NA,,,
observation_107517460,0,NA,,,
observation_107525082,0,NA,,,
observation_107531442,0,NA,,,1
observation_10759456,1,RN,10759456_2.jpg,10759456_3.jpg,1
observation_10759622,0,NA,,,
observation_107597205,0,NA,,,
observation_107600859,0,NA,,,
observation_107654398,0,NA,,,
observation_107655161,1,RN,107655161_2.jpg,107655161_1.jpg,
observation_107662499,0,NA,,,
observation_107665930,0,NA,,,
observation_107666384,0,NA,,,
observation_107675508,0,NA,,,1
observation_107676331,0,NA,,,
observation_107721154,0,NA,,,
observation_107741445,1,RN,107741445_1.jpg,107741445_2.jpg,
observation_107763752,1,RN,107763752_2.jpg,107763752_7.jpg,
observation_107787336,1,RN,107787336_1.jpg,107787336_3.jpg,
observation_107830980,0,NA,,,
observation_107858008,0,NA ,,,
observation_107858310,0,NA,,,
observation_107912176,1,RN,107912176_1.jpg,107912176_2.jpg,
observation_107926746,0,NA,,,
observation_107961401,0,NA,,,
observation_107979759,0,NA,,,
observation_107985221,1,RN,107985221_1.jpg,107985221_2.jpg,
observation_107987477,1,RN,107987477_1.jpg,107987477_2.jpg,
observation_107988455,1,RN,107988455_1.jpg,107988455_2.jpg,
observation_107989364,1,RN,107989364_1.jpg,107989364_2.jpg,1
observation_107992411,1,RN,107992411_1.jpg,107992411_4.jpg,
observation_107996496,1,RN,107996496_1.jpg,107996496_3.jpg,
observation_107996497,0,NA,,,
observation_107999628,0,NA,,,
observation_108000822,1,RN,108000822_1.jpg,108000822_3.jpg,
observation_108002552,1,RN,108002552_1.jpg,108002552_1.jpg,
observation_108006477,0,NA,,,
observation_108038548,1,RN,108038548_1.jpg,108038548_3.jpg,
observation_108045151,0,NA,,,
observation_108056001,0,NA,,,
observation_108059436,1,RN,108059436_1.jpg,108059436_2.jpg,
observation_108069739,0,NA,,,
observation_108075691,1,RN,108075691_1.jpg,108075691_2.jpg,
observation_108079949,0,NA,,,
observation_108092146,1,RN,108092146_1.jpg,108092146_2.jpg,
observation_108092870,1,RN,108092870_1.jpg,108092870_2.jpg,
observation_108112518,0,NA,,,
observation_108123062,0,NA,,,
observation_108143314,0,NA,,,
observation_108158305,0,NA,,,
observation_108160019,1,RN,108160019_1.jpg,108160019_3.jpg,
observation_108211742,1,RN ,108211742_1.jpg,108211742_2.jpg,
observation_108218242,0,NA,,,
observation_108219694,0,NA,,,
observation_108279711,1,RN,108279711_1.jpg,108279711_2.jpg,
observation_10830452,0,NA,,,
observation_108314595,0,NA,,,
observation_108315267,0,NA,,,
observation_108328134,0,NA,,,
observation_108335911,0,NA,,,1
observation_108373104,0,NA,,,
observation_108383111,0,NA,,,
observation_108390443,0,NA,,,
observation_108392413,0,NA,,,
observation_108402942,1,RN,108402942_1.jpg,108402942_2.jpg,
observation_108406141,0,NA,,,1
observation_108411678,0,NA,,,
observation_108484437,0,NA,,,
observation_108525917,0,NA,,,
observation_108526311,0,NA,,,
observation_108560771,0,NA,,,
observation_108564126,0,NA,,,1
observation_108567636,0,NA,,,
observation_108612102,0,NA,,,
observation_108617543,1,RN,108617543_5.jpg,108617543_2.jpg,
observation_108630221,1,RN,108630221_1.jpg,108630221_2.jpg,
observation_108630349,0,NA,,,
observation_10864289,0,NA,,,
observation_108653566,0,NA,,,
observation_108663408,0,NA,,,
observation_108707462,0,NA,,,1
observation_108724354,0,NA,,,
observation_108763920,0,NA,,,
observation_108776218,0,NA,,,
observation_108779479,0,NA,,,
observation_108785386,0,NA,,,
observation_108849367,1,RN,108849367_1.jpg,108849367_2.jpg,
observation_108851216,1,RN,108851216_2.jpg,108851216_3.jpg,
observation_108856583,1,RN,108856583_1.jpg,108856583_2.jpg,
observation_108865911,1,RN,108865911_1.jpg,108865911_2.jpg,
observation_108871537,1,RN,108871537_2.jpg,108871537_1.jpg,
observation_108905282,0,NA,,,1
observation_108912255,0,NA,,,
observation_108951653,0,NA,,,1
observation_108954581,0,NA,,,
observation_108965766,0,NA,,,
observation_108965870,0,NA,,,
observation_108968718,0,NA,,,
observation_108970635,0,NA,,,
observation_108977557,1,RN,108977557_1.jpg,108977557_2.jpg,1
observation_108983533,1,RN,108983533_3.jpg,108983533_5.jpg,
observation_108997672,1,RN,108997672_1.jpg,108997672_2.jpg,
observation_108998748,1,RN,108998748_1.jpg,108998748_2.jpg,1
observation_109004799,1,RN,109004799_2.jpg,109004799_1.jpg,
observation_109005189,0,NA,,,
observation_109018388,0,NA,,,
observation_109025268,0,NA,,,
observation_109064811,0,NA,,,
observation_109076832,1,RN,109076832_4.jpg,109076832_2.jpg,
observation_109077652,0,NA,,,
observation_109091791,0,NA,,,
observation_109092612,0,NA,,,
observation_109098109,0,NA,,,
observation_109107334,0,NA,,,
observation_10910975,0,NA,,,
observation_109114737,1,RN,109114737_1.jpg,109114737_2.jpg,
observation_109115762,0,NA,,,
observation_109116797,1,RN,109116797_2.jpg,109116797_2.jpg,
observation_109118901,0,NA,,,
observation_109119539,0,NA,,,
observation_109154336,1,RN,109154336_2.jpg,109154336_1.jpg,
observation_109162861,1,RN,109162861_1.jpg,109162861_2.jpg,
observation_109174674,0,NA,,,
observation_109176729,0,NA,,,
observation_109183105,0,NA,,,
observation_109189364,0,NA,,,
observation_109190558,1,RN,109190558_1.jpg,109190558_3.jpg,
observation_10921626,0,NA,,,
observation_109259347,1,RN,109259347_1.jpg,109259347_2.jpg,
observation_109263147,0,NA,,,
observation_109284909,0,NA,,,
observation_109302793,0,NA,,,
observation_109335293,0,NA,,,
observation_109339573,0,NA,,,
observation_109340106,1,RN,109340106_1.jpg,109340106_2.jpg,
observation_109340107,0,NA,,,
observation_109340644,0,NA,,,
observation_109341107,1,RN,109341107_1.jpg,109341107_3.jpg,
observation_109349457,0,NA,,,
observation_109428511,0,NA,,,
observation_109432904,0,NA,,,
observation_109450518,0,NA,,,
observation_109459689,0,NA,,,
observation_109467219,0,NA,,,
observation_109478981,0,NA,,,
observation_109484528,0,NA,,,
observation_109586936,1,RN,109586936_1.jpg,109586936_3.jpg,
observation_109658637,1,RN,109658637_3.jpg,109658637_2.jpg,
observation_109665280,1,RN,109665280_4.jpg,109665280_6.jpg,
observation_109681682,0,NA,,,
observation_109683375,1,RN,109683375_1.jpg,109683375_3.jpg,
observation_109708749,0,NA,,,
observation_109728956,0,NA,,,1
observation_109759340,1,RN,109759340_1.jpg,109759340_2.jpg,
observation_109764387,1,RN,109764387_1.jpg,109764387_2.jpg,
observation_109788937,0,NA,,,
observation_109794454,0,NA,,,
observation_109809189,1,RN,109809189_1.jpg,109809189_2.jpg,
observation_109813842,0,NA,,,
observation_109832899,0,NA,,,1
observation_109841511,0,NA,,,
observation_109869797,0,NA,,,
observation_109870144,1,RN,109870144_1.jpg,109870144_2.jpg,
observation_109880139,1,RN,109880139_2.jpg,109880139_1.jpg,
observation_109892362,0,NA,,,
observation_10991144,1,RN,10991144_1.jpg,10991144_2.jpg,
observation_109919247,0,NA,,,
observation_109965278,1,RN ,109965278_1.jpg,109965278_2.jpg,
observation_110024524,0,NA,,,
observation_110134373,1,RN,110134373_1.jpg,110134373_2.jpg,
observation_110145682,0,NA,,,
observation_110146260,1,RN,110146260_1.jpg,110146260_2.jpg,
observation_110146490,1,RN,110146490_1.jpg,110146490_2.jpg,
observation_110203015,1,RN,110203015_2.jpg,110203015_1.jpg,
observation_110205077,0,NA,,,
observation_110231989,1,RN,110231989_1.jpg,110231989_2.jpg,
observation_110236808,0,NA,,,
observation_110239554,0,NA,,,
observation_110243668,1,RN,110243668_1.jpg,110243668_2.jpg,
observation_110302266,1,RN,110302266_2.jpg,110302266_1.jpg,
observation_110367887,0,NA,,,
observation_110373196,1,RN,110373196_1.jpg,110373196_2.jpg,
observation_110458749,0,NA,,,
observation_110469717,1,RN,110469717_1.jpg,110469717_2.jpg,
observation_110504083,0,NA,,,
observation_110626861,1,RN,110626861_1.jpg,110626861_2.jpg,
observation_110780191,1,RN,10780191_1.jpg,10780191_2.jpg,
observation_110885270,0,NA,,,
observation_110907282,0,NA,,,
observation_110911132,0,NA,,,
observation_111029140,0,NA,,,
observation_111053022,1,RN,111053022_2.jpg,111053022_1.jpg,
observation_111062115,0,NA,,,
observation_111108963,0,NA,,,
observation_111123751,1,RN,111123751_2.jpg,111123751_1.jpg,
observation_111385988,1,RN,111385988_1.jpg,111385988_2.jpg,
observation_11141298,0,NA,,,
observation_111545891,1,RN,111545891_2.jpg,111545891_2.jpg,1
observation_111615923,1,RN,111615923_2.jpg,111615923_1.jpg,
observation_111674390,0,NA,,,
observation_111731807,1,RN,111731807_1.jpg,111731807_2.jpg,
observation_111812260,0,NA,,,
observation_111828449,0,NA,,,
observation_11194962,1,RN,11194962_1.jpg,11194962_3.jpg,
observation_111982845,1,RN,111982845_1.jpg,111982845_2.jpg,
observation_111983445,1,RN,111983445_2.jpg,111983445_3.jpg,
observation_111986150,0,NA,,,
observation_112015092,0,NA,,,
observation_112015655,0,NA,,,
observation_112046151,1,RN,112046151_1.jpg,112046151_2.jpg,
observation_112123593,1,RN,112123593_1.jpg,112123593_2.jpg,
observation_112350632,0,NA,,,
observation_11238071,0,NA,,,
observation_112477555,0,NA,,,
observation_112477607,0,NA,,,
observation_112481708,1,RN,112481708_1.jpg,112481708_2.jpg,
observation_112699582,0,NA,,,
observation_112842158,1,RN,112842158_1.jpg,112842158_2.jpg,
observation_112863429,1,RN,112863429_1.jpg,112863429_2.jpg,
observation_112863815,1,RN,112863815_1.jpg,112863815_2.jpg,
observation_113101027,0,NA,,,
observation_113147490,1,RN,113147490_3.jpg,113147490_1.jpg,
observation_113235825,0,NA,,,
observation_113235830,0,NA,,,
observation_113303472,0,NA,,,
observation_115218303,1,RN,115218303_1.jpg,115218303_2.jpg,
observation_115279025,1,RN,115279025_3.jpg,115279025_1.jpg,
observation_116230105,1,RN,116230105_2.jpg,116230105_1.jpg,
observation_116279497,0,NA,,,
observation_117652134,1,RN,117652134_1.jpg,117652134_2.jpg,
observation_11786504,0,NA,,,
observation_117957703,1,RN,117957703_1.jpg,117957703_2.jpg,1
observation_12080984,0,NA,,,
observation_12081002,0,NA,,,
observation_12112872,1,RN,12112872_1.jpg,12112872_2.jpg,
observation_12286238,1,RN,12286238_1.jpg,12286238_2.jpg,
observation_126080786,0,NA,,,
observation_1274692,0,NA,,,
observation_12781169,1,RN,12781169_1.jpg,12781169_2.jpg,1
observation_1284987,1,RN,1284987_1.jpg,1284987_1.jpg,1
observation_1294793,0,NA,,,
observation_12948738,0,NA,,,
observation_13032066,0,NA,,,
observation_1307670,0,NA,,,
observation_1309412,0,NA,,,
observation_13224,0,NA,,,
observation_133250051,1,RN,133250051_1.jpg,133250051_2.jpg,
observation_134267359,1,RN,134267359_1.jpg,134267359_2.jpg,
observation_1361744,1,RN,1361744_1.jpg,1361744_2.jpg,
observation_139396196,0,NA,,,
observation_141670679,1,RN,141670679_1.jpg,141670679_1.jpg,
observation_14232806,1,RN,14232806_1.jpg,14232806_1.jpg,
observation_142760139,1,RN,142760139_2.jpg,142760139_1.jpg,
observation_142928270,0,NA,,,
observation_143061007,1,RN,143061007_2.jpg,143061007_1.jpg,
observation_143770820,1,RN,143770820_1.jpg,143770820_2.jpg,
observation_143800046,1,RN,143800046_2.jpg,143800046_1.jpg,
observation_144592479,1,RN,144592479_2.jpg,144592479_1.jpg,
observation_145328983,1,RN,145328983_1.jpg,145328983_3.jpg,
observation_145390465,1,RN,145390465_2.jpg,145390465_1.jpg,
observation_146863767,1,RN,146863767_1.jpg,146863767_4.jpg,
observation_146863794,1,RN,146863794_1.jpg,146863794_3.jpg,
observation_14693269,0,NA,,,
observation_147058361,0,NA,,,
observation_14711564,0,NA,,,
observation_147477857,1,RN,147477857_2.jpg,147477857_1.jpg,
observation_147496357,1,RN,147496357_2.jpg,147496357_1.jpg,
observation_147562335,1,RN,147562335_3.jpg,147562335_1.jpg,
observation_147744124,1,RN,147744124_1.jpg,147744124_2.jpg,
observation_147797729,0,NA,,,
observation_147812415,0,NA,,,
observation_148071333,1,RN,148071333_2.jpg,148071333_1.jpg,1
observation_148076342,1,RN,148076342_1.jpg,148076342_3.jpg,
observation_148170925,0,NA,,,
observation_148328021,1,RN,148328021_2.jpg,148328021_1.jpg,
observation_148414270,1,RN,148414270_1.jpg,148414270_3.jpg,
observation_148415565,1,RN,148415565_1.jpg,148415565_2.jpg,
observation_148418736,1,RN,148418736_1.jpg,148418736_2.jpg,
observation_148422829,0,NA,,,
observation_148426402,1,RN,148426402_3.jpg,148426402_1.jpg,
observation_148430635,0,NA,,,
observation_148431695,1,RN,148431695_1.jpg,148431695_2.jpg,
observation_148451544,1,RN,148451544_1.jpg,148451544_2.jpg,
observation_148452581,1,RN,148452581_1.jpg,148452581_2.jpg,
observation_148452582,1,RN,148452582_1.jpg,148452582_2.jpg,
observation_148463420,1,RN,148463420_2.jpg,148463420_1.jpg,
observation_148489197,1,RN,148489197_1.jpg,148489197_2.jpg,
observation_148527572,0,NA,,,
observation_148534006,1,RN,148534006_2.jpg,148534006_1.jpg,
observation_148534812,1,RN,148534812_1.jpg,148534812_2.jpg,
observation_148585849,0,NA,,,
observation_148652207,0,NA,,,
observation_148670335,1,RN,148670335_3.jpg,148670335_1.jpg,
observation_148792864,0,NA,,,
observation_148803131,1,RN,148803131_1.jpg,148803131_2.jpg,1
observation_148833748,1,RN,148833748_1.jpg,148833748_2.jpg,
observation_148854311,0,NA,,,
observation_148855955,0,NA,,,
observation_148858261,0,NA,,,
observation_148862393,0,NA,,,
observation_148904577,0,NA,,,
observation_148926394,1,RN,148926394_1.jpg,148926394_3.jpg,
observation_148926999,1,RN,148926999_1.jpg,148926999_3.jpg,
observation_148930549,0,NA,,,
observation_149014782,1,RN,149014782_1.jpg,149014782_2.jpg,
observation_149068531,0,NA,,,
observation_149085313,1,RN,149085313_1.jpg,149085313_3.jpg,
observation_149085820,1,RN,149085820_1.jpg,149085820_2.jpg,
observation_149103090,1,RN,149103090_2.jpg,149103090_1.jpg,1
observation_149103494,0,NA,,,
observation_149112994,0,NA,,,
observation_149119523,0,NA,,,
observation_149142679,0,NA,,,
observation_149190437,1,RN,149190437_1.jpg,149190437_2.jpg,
observation_149206541,0,NA,,,
observation_149260600,0,NA,,,
observation_149292248,1,RN,149292248_3.jpg,149292248_1.jpg,
observation_149302346,0,NA,,,
observation_149304564,0,NA,,,
observation_149344650,0,NA,,,
observation_149360541,0,NA,,,
observation_149374208,1,RN,149374208_2.jpg,149374208_1.jpg,
observation_149379261,0,NA,,,
observation_149385976,0,NA,,,
observation_149386066,1,RN,149386066_2.jpg,149386066_1.jpg,
observation_149449006,0,NA,,,
observation_149454721,1,RN,149454721_1.jpg,149454721_2.jpg,1
observation_149518406,0,NA,,,
observation_149518413,0,NA,,,
observation_149529230,0,NA,,,
observation_149535296,0,NA,,,
observation_149537128,0,NA,,,
observation_149562462,0,NA,,,
observation_149599473,1,RN,149599473_1.jpg,149599473_2.jpg,
observation_149657307,1,RN,149657307_1.jpg,149657307_1.jpg,1
observation_149659610,1,RN,149659610_2.jpg,149659610_1.jpg,
observation_149661348,1,RN,149661348_1.jpg,149661348_3.jpg,1
observation_149666244,0,NA,,,
observation_149675549,1,RN,149675549_1.jpg,149675549_2.jpg,
observation_149701089,0,NA,,,
observation_149787539,0,NA,,,
observation_149862266,0,NA,,,
observation_149864998,0,NA,,,
observation_149866417,0,NA,,,
observation_149867349,1,RN,149867349_1.jpg,149867349_2.jpg,
observation_149867513,1,RN,149867513_2.jpg,149867513_1.jpg,
observation_149874463,0,NA,,,
observation_149884321,0,NA,,,
observation_149909042,0,NA,,,
observation_149910276,1,RN,149910276_3.jpg,149910276_2.jpg,
observation_149914549,0,NA,,,
observation_149937835,1,RN,149937835_1.jpg,149937835_2.jpg,
observation_149951584,0,NA,,,
observation_149953777,1,RN,149953777_1.jpg,149953777_2.jpg,1
observation_150038795,0,NA,,,
observation_150087705,1,RN,150087705_2.jpg,150087705_3.jpg,
observation_150098074,0,NA,,,
observation_150111413,0,NA,,,
observation_150114897,1,RN,150114897_1.jpg,150114897_2.jpg,
observation_150158562,0,NA,,,
observation_150166304,0,NA,,,
observation_150166382,0,NA,,,
observation_150169900,0,NA,,,
observation_150250957,0,NA,,,
observation_150251204,1,RN,150251204_1.jpg,150251204_2.jpg,1
observation_150274633,0,NA,,,
observation_150275542,0,NA,,,
observation_150276524,1,RN,150276524_2.jpg,150276524_3.jpg,
observation_150284558,0,NA,,,
observation_150338287,0,NA,,,
observation_150361995,1,RN,150361995_1.jpg,150361995_3.jpg,
observation_150374983,1,RN,150374983_3.jpg,150374983_1.jpg,1
observation_150376036,0,NA,,,
observation_150383793,0,NA,,,
observation_150386940,1,RN,150383793_2.jpg,150383793_1.jpg,
observation_150409587,0,NA,,,
observation_150449983,0,NA,,,
observation_150454424,0,NA,,,
observation_150458489,1,RN,150458489_1.jpg,150458489_2.jpg,
observation_150458490,1,RN,150458490_1.jpg,150458490_2.jpg,
observation_150458979,0,NA,,,
observation_150460814,1,RN,150460814_1.jpg,150460814_3.jpg,
observation_150460846,0,NA,,,
observation_150463254,0,NA,,,
observation_150506638,1,RN,150506638_1.jpg,150506638_2.jpg,
observation_150514416,1,RN,150514416_1.jpg,150514416_2.jpg,
observation_150607503,1,RN,150607503_1.jpg,150607503_10.jpg,
observation_150607946,1,RN,150607946_2.jpg,150607946_6.jpg,
observation_150613723,1,RN,150613723_1.jpg,150613723_2.jpg,
observation_150617542,1,RN,150617542_1.jpg,150617542_2.jpg,
observation_150623851,1,RN,150623851_1.jpg,150623851_3.jpg,
observation_150629159,0,NA,,,
observation_150633274,0,NA,,,
observation_150703753,1,RN,150703753_1.jpg,150703753_2.jpg,1
observation_150705049,0,NA,,,
observation_150710490,0,NA,,,
observation_150715215,0,NA,,,
observation_150715416,1,RN,150715416_1.jpg,150715416_2.jpg,
observation_150742907,1,RN,150742907_1.jpg,150742907_2.jpg,
observation_150751477,0,NA,,,
observation_150762534,1,RN,150762534_1.jpg,150762534_4.jpg,
observation_150769772,0,NA,,,
observation_150770134,0,NA,,,
observation_150772343,0,NA,,,
observation_150777236,0,NA,,,
observation_150778136,1,RN,150778136_1.jpg,150778136_2.jpg,
observation_150780802,1,RN,150780802_1.jpg,150780802_2.jpg,
observation_150781036,1,RN,150781036_2.jpg,150781036_3.jpg,
observation_150820772,1,RN,150820772_1.jpg,150820772_2.jpg,
observation_150828234,,,,,
observation_150829780,,,,,
observation_150838943,,,,,
observation_150842610,,,,,
observation_150851387,,,,,
observation_150853878,,,,,
observation_150856245,,,,,
observation_150858855,,,,,
observation_150875131,,,,,
observation_150875813,,,,,
observation_150884052,,,,,
observation_150893686,,,,,
observation_150894494,,,,,
